resultsId,seasonId,raceId,pos,number,teamId,driverId,laps,time,gap,interval,kp/h,best,lap,POSITION,NUMBER,STATUS,LAPS,TOTAL_TIME,GAP_FIRST,GAP_PREVIOUS,FL_LAPNUM,FL_TIME,FL_KPH,TEAM,CLASS,GROUP,DIVISION,VEHICLE,TIRES,ECM Participant Id,ECM Team Id,ECM Category Id,ECM Car Id,ECM Brand Id,ECM Country Id,*Extra 7,*Extra 8,*Extra 9,Sort Key,DRIVER_FIRSTNAME,DRIVER_SECONDNAME,DRIVER_LICENSE,DRIVER_HOMETOWN,DRIVER_COUNTRY,DRIVER_SHORTNAME,DRIVER_ECM Driver Id,DRIVER_ECM Country Id,DRIVER_*Extra 3,DRIVER_*Extra 4,DRIVER_*Extra 5,Unnamed: 37,is_dnf,best_lap_seconds
153,1,8,12,3,48,2,33,48:47.2,20.594,3.797,100.245,01:25.0,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,85
154,1,8,13,28,4,70,33,48:47.7,21.149,0.555,100.226,01:25.2,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,85.2
155,1,8,14,66,2,1,33,48:50.3,23.688,2.539,100.14,01:24.9,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,84.9
156,1,8,15,88,32,57,33,48:52.1,25.491,1.803,100.078,01:25.1,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,85.1
157,1,8,16,77,3,20,33,49:10.7,44.157,18.666,99.445,01:25.5,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,85.5
158,1,8,17,21,26,65,33,49:12.8,46.257,2.1,99.374,01:25.2,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,85.2
159,1,8,18,5,26,15,33,49:19.3,52.703,6.446,99.158,01:25.1,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,85.1
160,1,8,19,10,46,74,31,46:10.0,2 Laps,2 Laps,99.512,01:25.5,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,85.5
161,1,9,,2,16,7,24,30:41.5,,,107.441,01:12.3,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,72.3
162,1,9,1,99,36,58,35,43:18.9,,,111.025,01:11.9,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,71.9
163,1,9,2,11,6,33,35,43:20.9,2.012,2.012,110.939,01:12.0,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,72
164,1,9,3,23,47,37,35,43:30.4,11.548,9.536,110.534,01:11.9,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,71.9
165,1,9,4,27,4,76,35,43:31.3,12.416,0.868,110.497,01:12.4,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,72.4
166,1,9,5,66,2,1,35,43:44.5,25.626,13.21,109.941,01:12.9,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,72.9
167,1,9,6,77,3,20,35,43:47.8,28.96,3.334,109.801,01:12.9,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,72.9
168,1,9,7,55,3,25,35,43:49.4,30.529,1.569,109.736,01:12.3,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,72.3
169,1,9,8,8,40,59,35,43:50.4,31.556,1.027,109.693,01:12.8,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,72.8
170,1,9,9,9,44,10,35,43:58.9,40.05,8.494,109.34,01:11.7,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,71.7
171,1,9,10,28,4,80,35,44:05.2,46.32,6.27,109.081,01:13.0,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,73
172,1,9,11,7,13,17,35,44:10.3,51.474,5.154,108.869,01:12.3,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,72.3
173,1,9,12,5,26,15,35,44:11.4,52.493,1.019,108.827,01:12.9,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,72.9
174,1,9,13,3,48,2,35,44:14.7,55.81,3.317,108.691,01:12.7,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,72.7
175,1,9,14,30,47,63,35,44:15.6,56.715,0.905,108.654,01:11.8,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,71.8
176,1,9,15,6,13,21,35,44:37.6, 1:17.763,22.048,107.759,01:12.3,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,72.3
177,1,9,16,21,26,65,34,43:38.6,19.692,1 Lap,107.042,01:12.7,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,72.7
178,1,9,17,18,46,44,34,43:39.3,20.397,0.705,107.013,01:12.9,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,72.9
179,1,9,18,10,46,74,32,40:22.3,3 Laps,2 Laps,108.908,01:13.2,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,73.2
180,1,9,19,88,32,30,32,44:04.0,45.118, 2:39.692,99.776,01:12.4,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,72.4
181,1,10,,18,46,28,25,44:17.5,,,99.059,01:30.6,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,90.6
182,1,10,,55,3,81,15,26:43.0,,,98.531,01:31.2,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,91.2
183,1,10,,66,2,1,15,24:42.4,,,106.549,01:30.1,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,90.1
184,1,10,1,9,44,10,29,47:54.8,,,106.223,01:28.8,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,88.8
185,1,10,2,7,13,17,29,47:55.7,0.939,0.939,106.188,01:29.3,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,89.3
186,1,10,3,27,4,76,29,47:56.5,1.667,0.728,106.162,01:29.2,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,89.2
187,1,10,4,11,6,33,29,47:57.2,2.409,0.742,106.134,01:28.2,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,88.2
188,1,10,5,99,36,58,29,48:02.2,7.37,4.961,105.952,01:29.4,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,89.4
189,1,10,6,2,16,7,29,48:02.5,7.762,0.392,105.937,01:29.4,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,89.4
190,1,10,7,8,40,59,29,48:03.3,8.553,0.791,105.908,01:29.3,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,89.3
191,1,10,8,6,13,21,29,48:04.3,9.507,0.954,105.873,01:29.4,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,89.4
192,1,10,9,88,33,72,29,48:04.8,10.032,0.525,105.854,01:29.5,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,89.5
193,1,10,10,30,47,63,29,48:06.9,12.077,2.045,105.779,01:29.4,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,89.4
194,1,10,11,28,4,68,29,48:10.7,15.946,3.869,105.637,01:29.7,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,89.7
195,1,10,12,5,26,15,29,48:30.4,35.595,19.649,104.924,01:29.8,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,89.8
196,1,10,13,23,47,37,29,48:35.8,41.034,5.439,104.728,01:29.6,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,89.6
197,1,10,14,3,48,42,29,48:37.5,42.697,1.663,104.669,01:30.1,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,90.1
198,1,10,15,10,46,74,29,48:38.1,43.273,0.576,104.648,01:30.2,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,90.2
199,1,10,16,21,26,65,29,48:43.2,48.423,5.15,104.464,01:28.5,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,88.5
200,1,10,17,77,3,20,29,48:56.8,#REF!.987,13.564,103.981,01:29.6,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,89.6
201,1,11,,23,47,37,23,40:28.5,,,99.729,01:27.6,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,87.6
202,1,11,,3,48,42,17,27:17.4,,,109.328,01:29.9,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,89.9
203,1,11,,10,46,74,14,22:17.8,,,110.191,01:30.4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,90.4
204,1,11,,55,3,81,6,09:21.3,,,112.552,01:30.8,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,90.8
205,1,11,1,2,16,7,29,45:48.8,,,111.092,01:26.8,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,86.8
206,1,11,2,7,13,17,29,45:55.8,6.973,6.973,110.811,01:28.2,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,88.2
207,1,11,3,6,13,21,29,45:58.2,9.43,2.457,110.712,01:28.1,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,88.1
208,1,11,4,21,26,65,29,45:58.9,10.147,0.717,110.683,01:27.9,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,87.9
209,1,11,5,9,44,10,29,45:59.5,10.689,0.542,110.662,01:27.8,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,87.8
210,1,11,6,11,6,33,29,46:00.0,11.204,0.515,110.641,01:28.3,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,88.3
211,1,11,7,99,36,58,29,46:00.4,11.561,0.357,110.627,01:26.8,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,86.8
212,1,11,8,77,3,20,29,46:01.2,12.402,0.841,110.593,01:28.4,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,88.4
213,1,11,9,88,33,72,29,46:02.9,14.142,1.74,110.523,01:27.5,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,87.5
214,1,11,10,8,40,59,29,46:03.3,14.535,0.393,110.508,01:28.3,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,88.3
215,1,11,11,66,2,1,29,46:12.0,23.17,8.635,110.163,01:28.3,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,88.3
216,1,11,12,28,4,68,29,46:13.4,24.61,1.44,110.106,01:28.5,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,88.5
217,1,11,13,5,26,15,29,46:20.3,31.501,6.891,109.833,01:29.2,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,89.2
218,1,11,14,18,46,28,29,46:27.2,38.423,6.922,109.56,01:30.1,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,90.1
219,1,11,15,30,47,63,29,46:37.5,48.68,10.257,109.159,01:27.8,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,87.8
220,1,11,16,27,4,76,28,44:45.5,1 Lap,1 Lap,109.789,01:27.1,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,87.1
221,2,12,,8,40,59,22,43:28.3,,,104.424,01:41.1,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,101.1
222,2,12,,55,3,25,13,26:52.1,,,99.833,01:42.7,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,102.7
223,2,12,,28,4,68,2,03:45.3,,,109.895,01:46.3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,106.3
224,2,12,1,9,44,10,26,50:08.8,,,106.981,01:40.0,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,100
225,2,12,2,11,6,33,26,50:19.8,11.006,11.006,106.591,01:41.7,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,101.7
226,2,12,3,23,25,37,26,50:24.5,15.681,4.675,106.427,01:41.9,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,101.9
227,2,12,4,6,13,21,26,50:24.8,16.009,0.328,106.415,01:40.9,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,100.9
228,2,12,5,7,13,17,26,50:25.3,16.514,0.505,106.397,01:40.9,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,100.9
229,2,12,6,88,33,72,26,50:48.3,39.466,22.952,105.596,01:42.4,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,102.4
230,2,12,7,2,16,7,26,50:56.4,47.531,8.065,105.318,01:41.2,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,101.2
231,2,12,8,77,43,6,26,51:07.5,58.62,11.089,104.937,01:42.3,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,102.3
232,2,12,9,4,47,63,26,51:16.6, 1:7.814,9.194,104.623,01:42.9,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,102.9
233,2,12,10,27,5,29,26,51:18.1, 1:9.260,1.446,104.574,01:42.2,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,102.2
234,2,12,11,66,2,1,26,51:22.2, 1:13.351,4.091,104.435,01:42.5,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,102.5
235,2,12,12,25,16,76,26,51:39.9, 1:31.040,17.689,103.839,01:42.8,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,102.8
236,2,12,13,21,26,65,26,51:59.7, 1:50.833,19.793,103.18,01:42.2,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,102.2
237,2,12,14,12,47,77,25,50:17.3,8.472,1 Lap,102.578,01:42.5,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,102.5
238,2,12,15,1,33,58,24,48:52.6,2 Laps,1 Lap,101.318,01:41.5,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,101.5
239,2,13,,88,33,72,4,06:04.6,,,101.107,01:25.9,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,85.9
240,2,13,,25,16,76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,
241,2,13,1,11,6,33,33,50:17.4,,,100.789,01:23.9,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,83.9
242,2,13,2,2,16,7,33,50:31.3,13.884,13.884,100.328,01:24.3,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,84.3
243,2,13,3,27,5,29,33,50:47.2,29.776,15.892,99.804,01:24.2,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,84.2
244,2,13,4,4,47,63,33,50:50.1,32.628,2.852,99.711,01:23.8,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,83.8
245,2,13,5,21,26,65,33,50:51.9,34.404,1.776,99.653,01:24.3,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,84.3
246,2,13,6,55,3,25,33,50:54.4,36.925,2.521,99.571,01:24.0,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,84
247,2,13,7,66,2,1,33,50:54.7,37.283,0.358,99.559,01:24.2,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,84.2
248,2,13,8,1,33,58,33,50:58.1,40.623,3.34,99.45,01:23.9,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,83.9
249,2,13,9,23,25,37,33,51:10.4,52.904,12.281,99.053,01:23.4,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,83.4
250,2,13,10,8,40,59,33,51:11.1,53.695,0.791,99.027,01:23.2,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,83.2
251,2,13,11,12,47,77,33,51:16.1,58.698,5.003,98.866,01:24.8,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,84.8
252,2,13,12,9,44,10,33,51:25.2, 1:7.728,9.03,98.577,01:22.7,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,82.7
253,2,13,13,28,4,68,33,51:41.9, 1:24.464,16.736,98.045,01:25.9,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,85.9
254,2,13,14,7,13,17,32,48:54.9,1 Lap,1 Lap,100.485,01:24.1,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,84.1
255,2,13,15,77,43,6,32,50:31.7,14.297, 1:36.864,97.274,01:25.0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,85
256,2,13,16,6,13,21,29,44:34.8,4 Laps,3 Laps,99.919,01:23.8,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,83.8
257,2,14,,21,26,65,26,40:37.9,,,106.927,01:19.9,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,79.9
258,2,14,,2,16,7,17,22:54.3,,,124.021,01:19.6,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,79.6
259,2,14,,12,47,77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,
260,2,14,1,9,44,10,33,45:59.7,,,119.889,01:17.4,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,77.4
261,2,14,2,11,6,33,33,46:03.2,3.534,3.534,119.735,01:17.8,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,77.8
262,2,14,3,7,13,17,33,46:06.4,6.725,3.191,119.597,01:17.8,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,77.8
263,2,14,4,6,13,21,33,46:06.5,6.807,0.082,119.594,01:17.8,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,77.8
264,2,14,5,8,40,59,33,46:20.8,21.057,14.25,118.981,01:18.6,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,78.6
265,2,14,6,55,3,25,33,46:22.1,22.41,1.353,118.923,01:18.5,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,78.5
266,2,14,7,25,16,76,33,46:57.4,57.726,35.316,117.432,01:18.4,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,78.4
267,2,14,8,66,2,1,33,47:00.4,+ 1:00.744,3.018,117.307,01:18.8,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,78.8
268,2,14,9,4,47,63,33,47:03.3, 1:3.559,2.815,117.19,01:19.6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,79.6
269,2,14,10,27,5,29,33,47:03.5, 1:3.840,0.281,117.178,01:18.7,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,78.7
270,2,14,11,28,4,68,32,46:16.0,16.349,1 Lap,115.571,01:20.5,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,80.5
271,2,14,12,88,33,72,32,46:16.6,16.859,0.51,115.55,01:19.7,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,79.7
272,2,14,13,23,26,62,32,46:35.2,35.458,18.599,114.781,01:19.8,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,79.8
273,2,14,14,77,43,6,32,47:22.7, 1:22.975,47.517,112.862,01:19.0,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,79
274,2,14,15,1,33,58,31,44:03.5,2 Laps,1 Lap,117.574,01:18.3,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,78.3
275,2,15,,55,3,25,17,20:34.2,,,122.976,01:12.7,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,72.7
276,2,15,,77,3,20,14,17:29.1,,,119.142,01:12.9,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,72.9
277,2,15,1,2,16,7,35,45:28.4,,,114.529,01:11.4,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,71.4
278,2,15,2,9,44,10,35,45:29.1,0.716,0.716,114.499,01:11.3,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,71.3
279,2,15,3,11,6,33,35,45:35.9,7.525,6.809,114.214,01:11.3,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,71.3
280,2,15,4,4,47,63,35,45:37.8,9.415,1.89,114.135,01:11.6,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,71.6
281,2,15,5,8,40,59,35,45:39.7,11.316,1.901,114.056,01:11.5,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,71.5
282,2,15,6,6,13,21,35,45:44.0,15.66,4.344,113.875,01:11.5,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,71.5
283,2,15,7,23,25,37,35,45:44.8,16.444,0.784,113.843,01:11.6,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,71.6
284,2,15,8,27,5,29,35,45:47.1,18.685,2.241,113.75,01:11.6,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,71.6
285,2,15,9,88,33,72,35,45:50.4,22.007,3.322,113.612,01:11.7,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,71.7
286,2,15,10,21,26,65,35,45:50.8,22.456,0.449,113.594,01:11.7,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,71.7
287,2,15,11,25,16,76,35,45:52.9,24.482,2.026,113.51,01:11.8,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,71.8
288,2,15,12,1,33,58,35,45:53.0,24.641,0.159,113.504,01:11.6,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,71.6
289,2,15,13,66,2,1,35,45:56.4,27.998,3.357,113.365,01:11.7,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,71.7
290,2,15,14,28,4,68,35,46:04.6,36.171,8.173,113.03,01:12.9,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,72.9
291,2,15,15,12,47,16,35,46:08.0,39.581,3.41,112.891,01:12.2,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,72.2
292,2,15,16,7,13,17,34,46:32.2, 1:3.844,24.263,108.713,01:10.3,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,70.3
293,2,16,,11,6,33,43,48:23.0,,,111.554,01:04.9,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,64.9
294,2,16,,55,3,25,32,37:49.4,,,106.194,01:05.1,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,65.1
295,2,16,1,7,13,17,43,48:28.4,,,111.346,01:05.4,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,65.4
296,2,16,2,9,44,10,43,48:28.5,0.106,0.106,111.342,01:05.1,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,65.1
297,2,16,3,8,40,59,43,48:53.9,25.537,25.431,110.377,01:04.6,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,64.6
298,2,16,4,6,13,21,43,48:54.8,26.358,0.821,110.346,01:04.8,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,64.8
299,2,16,5,27,5,29,43,48:56.9,28.477,2.119,110.266,01:05.2,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,65.2
300,2,16,6,2,16,7,43,48:57.3,28.928,0.451,110.25,01:05.2,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,65.2
301,2,16,7,66,2,1,43,48:58.5,30.051,1.123,110.207,01:05.3,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,65.3
302,2,16,8,23,25,37,43,49:04.8,36.373,6.322,109.971,01:06.2,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,66.2
303,2,16,9,4,47,63,43,49:05.7,37.291,0.918,109.937,01:05.9,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,65.9
304,2,16,10,21,26,65,43,49:06.0,37.603,0.312,109.925,01:06.0,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,66
305,2,16,11,88,33,72,43,49:07.0,38.598,0.995,109.888,01:05.2,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,65.2
306,2,16,12,12,47,16,43,49:07.2,38.79,0.192,109.881,01:05.0,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,65
